"idorder","orderDate","priority_idpriority","customer_idcustomer"
"UP-2013-4600","2013-12-10","1","RA-9945"
"UP-2013-4690","2013-08-15","2","AB-15"
"UP-2013-4830","2013-12-06","1","EM-3810"
"UP-2013-510","2013-11-01","2","BT-1440"
"UP-2013-5300","2013-01-31","1","LL-6840"
"UP-2013-5480","2013-05-13","1","LP-7080"
"UP-2013-5950","2013-04-04","2","NB-8580"
"UP-2013-6390","2013-04-05","2","RL-9615"
"UP-2013-6590","2013-02-22","1","BF-975"
"UP-2013-6630","2013-11-07","2","ZD-11925"
"UP-2013-6640","2013-12-10","1","BW-1110"
"UP-2013-7100","2013-12-18","4","RA-9885"
"UP-2013-720","2013-03-18","1","TS-11370"
"UP-2013-7330","2013-05-28","1","AR-510"
"UP-2013-7360","2013-10-24","3","RF-9840"
"UP-2013-7710","2013-06-17","1","AA-645"
"UP-2013-7800","2013-09-19","3","CM-1815"
"UP-2013-7970","2013-09-24","1","VM-11685"
"UP-2013-8110","2013-08-15","1","AB-105"
"UP-2013-8460","2013-07-10","1","AS-285"
"UP-2013-8780","2013-07-01","4","DK-3150"
"UP-2013-9150","2013-09-02","2","EH-3945"
"UP-2013-9300","2013-09-23","1","BM-1575"
"UP-2013-9310","2013-12-06","2","HH-5010"
"UP-2013-9460","2013-08-08","1","AA-315"
"UP-2013-9700","2013-12-25","1","DV-3045"
"UP-2013-9840","2013-07-29","3","DV-3465"
"UP-2014-1170","2014-04-28","1","JA-5970"
"UP-2014-1390","2014-05-14","1","PK-8910"
"UP-2014-1400","2014-09-26","1","IM-5070"
"UP-2014-1480","2014-09-12","2","FC-4335"
"UP-2014-1500","2014-05-28","1","RM-9675"
"UP-2014-1540","2014-09-18","1","CS-2355"
"UP-2014-1600","2014-05-26","2","DM-2955"
"UP-2014-1960","2014-10-21","1","MM-8280"
"UP-2014-2040","2014-07-23","4","JM-5865"
"UP-2014-2460","2014-10-30","1","MF-8250"
"UP-2014-2690","2014-09-30","2","MF-8250"
"UP-2014-2770","2014-11-01","1","CD-2280"
"UP-2014-3150","2014-04-02","4","KN-6390"
"UP-2014-3280","2014-08-18","2","DW-3480"
"UP-2014-3330","2014-12-31","1","FW-4395"
"UP-2014-3380","2014-06-10","3","DR-2880"
"UP-2014-3450","2014-08-27","2","ST-10530"
"UP-2014-3650","2014-05-14","1","JD-6150"
"UP-2014-3700","2014-04-18","2","HD-4785"
"UP-2014-3710","2014-07-30","2","LD-6855"
"UP-2014-4040","2014-07-28","1","JH-5910"
"UP-2014-4290","2014-03-18","1","JL-5235"
"UP-2014-4650","2014-03-28","1","GZ-4470"
"UP-2014-5040","2014-11-05","2","HK-4890"
"UP-2014-5160","2014-08-07","2","ME-7320"
"UP-2014-5190","2014-11-05","4","LB-6795"
"UP-2014-5260","2014-07-22","2","TB-11595"
"UP-2014-550","2014-08-19","1","CC-2220"
"UP-2014-5690","2014-06-13","1","KB-6240"
"UP-2014-5760","2014-07-21","1","CB-2025"
"UP-2014-6150","2014-11-12","1","NF-8385"
"UP-2014-6420","2014-07-14","1","ML-7395"
"UP-2014-6890","2014-12-17","1","GT-4755"
"UP-2014-7050","2014-03-21","1","DK-3150"
"UP-2014-7150","2014-08-06","2","CM-2655"
"UP-2014-7220","2014-04-18","1","FH-4365"
"UP-2014-7520","2014-09-06","2","RE-9450"
"UP-2014-7620","2014-01-21","1","TB-11190"
"UP-2014-7700","2014-03-27","2","NP-8685"
"UP-2014-7790","2014-08-05","4","AZ-750"
"UP-2014-7850","2014-05-08","2","JB-6045"
"UP-2014-7980","2014-12-19","1","DP-3390"
"UP-2014-8060","2014-04-25","1","BM-1140"
"UP-2014-8120","2014-10-03","2","ND-8370"
"UP-2014-8230","2014-11-14","3","SR-10425"
"UP-2014-8240","2014-06-30","2","KT-6465"
"UP-2014-830","2014-09-22","2","JW-5220"
"UP-2014-8330","2014-07-24","1","XP-11865"
"UP-2014-870","2014-04-12","1","AR-510"
"UP-2014-8970","2014-12-03","1","RK-9300"
"UP-2014-9760","2014-11-04","1","DB-2970"
"UP-2014-9930","2014-08-30","1","RS-9765"
"UP-2014-9950","2014-03-31","1","KH-6330"
"US-2011-100629","2011-09-15","1","JK-16120"
"US-2011-100853","2011-09-14","1","JB-15400"
"US-2011-102281","2011-10-04","1","PO-19195"
"US-2011-102288","2011-06-13","2","KT-16465"
"US-2011-102323","2011-08-20","1","GH-14425"
"US-2011-102631","2011-12-13","2","EB-13840"
"US-2011-102715","2011-04-11","4","JK-15370"
"US-2011-103590","2011-12-20","1","AR-10825"
"US-2011-103905","2011-07-14","3","AW-10930"
"US-2011-103933","2011-08-30","1","KM-16660"
"US-2011-104171","2011-12-19","1","SC-20260"
"US-2011-104759","2011-03-31","2","DD-13570"
"US-2011-105137","2011-10-10","2","RB-19435"
"US-2011-105151","2011-03-30","4","SG-20890"
"US-2011-105760","2011-01-13","2","JL-15175"
"US-2011-105851","2011-09-16","2","JC-15340"
"US-2011-106334","2011-12-27","1","JF-15490"
"US-2011-107405","2011-03-21","2","TS-21205"
"US-2011-107594","2011-03-24","2","DK-12985"
"US-2011-107699","2011-05-19","1","JH-15820"
"US-2011-108070","2011-12-09","1","CB-12415"
"US-2011-108259","2011-09-12","2","SC-20050"
"US-2011-108721","2011-06-05","1","KB-16315"
"US-2011-109127","2011-10-13","2","AB-10105"
"US-2011-109162","2011-06-08","1","KE-16420"
"US-2011-110674","2011-02-13","1","SC-20095"
"US-2011-111157","2011-06-30","2","CC-12550"
"US-2011-111171","2011-12-26","1","CA-12265"
"US-2011-111353","2011-11-29","1","PB-19150"
"US-2011-111374","2011-04-20","1","SH-20635"
"US-2011-111997","2011-11-28","3","PF-19165"
"US-2011-112193","2011-09-26","2","NG-18355"
"US-2011-112200","2011-11-22","3","TC-21475"
"US-2011-112417","2011-12-19","1","JF-15190"
"US-2011-112795","2011-08-23","1","CR-12625"
"US-2011-112872","2011-12-06","1","RC-19960"
"US-2011-112914","2011-09-25","1","MT-18070"
"US-2011-112949","2011-06-20","3","Co-12640"
"US-2011-112991","2011-12-10","1","SH-19975"
"US-2011-113124","2011-03-30","1","NC-18340"
"US-2011-113166","2011-09-14","1","DV-13045"
"US-2011-113348","2011-10-26","2","KB-16315"
"US-2011-114188","2011-05-20","2","RF-19345"
"US-2011-114342","2011-09-21","2","LB-16735"
"US-2011-114377","2011-11-05","1","BG-11035"
"US-2011-115077","2011-09-30","1","PC-18745"
"US-2011-115189","2011-12-30","1","AR-10345"
"US-2011-115245","2011-06-23","2","GR-14560"
"US-2011-115315","2011-11-08","4","LD-17005"
"US-2011-115413","2011-08-26","1","PP-18955"
"US-2011-115875","2011-07-18","1","JG-15115"
"US-2011-117037","2011-07-09","1","DG-13300"
"US-2011-117058","2011-05-27","2","LE-16810"
"US-2011-117135","2011-06-21","2","NP-18325"
"US-2011-117163","2011-01-28","1","EJ-13720"
"US-2011-117380","2011-03-28","1","MP-18175"
"US-2011-117744","2011-12-02","1","MD-17860"
"US-2011-117968","2011-08-05","2","RS-19420"
"US-2011-118486","2011-04-06","4","SD-20485"
"US-2011-118899","2011-06-16","1","CS-11950"
"US-2011-118997","2011-04-08","1","RA-19885"
"US-2011-119053","2011-01-29","1","RP-19390"
"US-2011-119081","2011-09-12","1","TA-21385"
"US-2011-119557","2011-09-09","2","HM-14980"
"US-2011-119634","2011-10-14","2","MS-17980"
"US-2011-119935","2011-06-13","1","KT-16465"
"US-2011-120236","2011-09-03","2","MR-17545"
"US-2011-120383","2011-11-02","2","DB-13405"
"US-2011-120740","2011-04-15","4","PS-18970"
"US-2011-121566","2011-06-30","1","CS-11860"
"US-2011-121636","2011-04-13","1","JW-16075"
"US-2011-121657","2011-12-27","2","MB-18085"
"US-2011-121664","2011-09-15","2","SC-20725"
"US-2011-121734","2011-04-11","1","SE-20110"
"US-2011-121839","2011-08-24","1","PW-19240"
"US-2011-121860","2011-09-30","1","RD-19720"
"US-2011-122021","2011-10-15","4","AC-10660"
"US-2011-122399","2011-12-08","2","CD-12280"
"US-2011-122588","2011-06-11","2","TS-21085"
"US-2011-122651","2011-06-22","1","CK-12325"
"US-2011-123001","2011-03-29","1","SW-20275"
"US-2011-123078","2011-06-08","1","EM-13810"
"US-2011-123183","2011-11-19","1","GR-14560"
"US-2011-123519","2011-12-14","3","SS-20875"
"US-2011-123701","2011-05-25","3","FA-14230"
"US-2011-124989","2011-10-31","2","PF-19165"
"US-2011-125395","2011-05-18","1","SD-20485"
"US-2011-125521","2011-03-14","1","CK-12325"
"US-2011-125535","2011-11-25","2","JA-15970"
"US-2011-125675","2011-12-16","3","JE-16165"
"US-2011-125689","2011-09-15","1","DK-12895"
"US-2011-126011","2011-09-28","1","KB-16585"
"US-2011-126116","2011-12-05","2","CS-12460"
"US-2011-126151","2011-10-21","2","CM-12655"
"US-2011-126256","2011-09-08","1","MS-17530"
"US-2011-126270","2011-12-31","1","EB-13975"
"US-2011-126452","2011-06-21","2","SZ-20035"
"US-2011-127306","2011-10-13","2","KC-16255"
"US-2011-127439","2011-10-14","2","JS-15880"
"US-2011-127635","2011-09-14","1","SC-20260"
"US-2011-127698","2011-10-17","3","DL-12865"
"US-2011-127978","2011-03-03","1","JS-15595"
"US-2011-128685","2011-04-04","1","MZ-17515"
"US-2011-128776","2011-12-28","4","RR-19525"
"US-2011-129161","2011-03-21","1","MS-17980"
"US-2011-129504","2011-07-22","1","MJ-17740"
"US-2011-130358","2011-06-23","2","DL-13330"
"US-2011-130379","2011-05-23","1","SG-20890"
"US-2011-131275","2011-03-18","1","SC-20050"
"US-2011-131807","2011-04-21","1","VG-21790"
"US-2011-131870","2011-09-09","2","NF-18595"
"US-2011-131982","2011-03-07","1","NP-18685"
"US-2011-132899","2011-04-01","1","JB-15400"
"US-2011-133130","2011-04-21","2","AR-10570"
"US-2011-134054","2011-10-10","1","FC-14335"
"US-2011-134187","2011-11-04","1","TH-21235"
"US-2011-134614","2011-09-20","1","PF-19165"
"US-2011-134733","2011-09-23","2","BM-11650"
"US-2011-135881","2011-05-23","1","GT-14710"
"US-2011-137001","2011-12-05","2","TH-21100"
"US-2011-137155","2011-11-01","1","DL-12925"
"US-2011-137540","2011-11-02","1","MT-18070"
"US-2011-137673","2011-07-07","2","RL-19615"
"US-2011-137680","2011-02-25","2","JH-15430"
"US-2011-137869","2011-03-28","1","CV-12295"
"US-2011-138247","2011-12-24","1","BF-11170"
"US-2011-138758","2011-07-07","2","JL-15835"
"US-2011-138828","2011-09-02","4","KD-16345"
"US-2011-138842","2011-12-29","2","PB-19150"
"US-2011-139500","2011-11-16","2","AB-10165"
"US-2011-139689","2011-10-19","2","TA-21385"
"US-2011-140116","2011-03-10","3","KT-16480"
"US-2011-140452","2011-12-06","2","BK-11260"
"US-2011-140914","2011-11-11","2","BH-11710"
"US-2011-140935","2011-12-13","1","BD-11770"
"US-2011-141215","2011-06-15","1","KL-16555"
"US-2011-141257","2011-06-08","1","CS-11950"
"US-2011-141334","2011-06-14","2","GH-14665"
"US-2011-142314","2011-05-09","1","KL-16555"
"US-2011-143231","2011-12-31","1","GM-14455"
"US-2011-143287","2011-11-11","3","KN-16705"
"US-2011-143581","2011-08-19","1","BS-11365"
"US-2011-143721","2011-11-23","4","DK-12835"
"US-2011-144078","2011-05-21","1","EM-14140"
"US-2011-144540","2011-12-09","2","MC-18100"
"US-2011-144673","2011-04-21","4","PH-18790"
"US-2011-145093","2011-06-14","1","JW-15955"
"US-2011-145177","2011-04-19","3","KT-16465"
"US-2011-145674","2011-02-23","4","MO-17500"
"US-2011-146276","2011-06-27","2","VB-21745"
"US-2011-146353","2011-10-14","2","JE-15610"
"US-2011-146927","2011-09-26","1","NS-18640"
"US-2011-147508","2011-12-16","1","BM-11575"
"US-2011-147606","2011-11-26","1","JE-15745"
"US-2011-147627","2011-01-21","1","HL-15040"
"US-2011-147704","2011-11-16","1","SR-20740"
"US-2011-148194","2011-05-04","1","BS-11365"
"US-2011-148551","2011-03-21","1","MC-17425"
"US-2011-148838","2011-03-17","1","CP-12340"
"US-2011-148852","2011-04-01","2","VP-21760"
"US-2011-148929","2011-11-09","2","MS-17530"
"US-2011-149069","2011-11-24","1","CY-12745"
"US-2011-149209","2011-06-27","1","JD-16060"
"US-2011-149839","2011-04-28","1","DP-13165"
"US-2011-149874","2011-06-10","1","JD-16015"
"US-2011-150119","2011-04-23","1","LB-16795"
"US-2011-150126","2011-07-27","1","AS-10045"
"US-2011-150406","2011-07-21","2","EB-14170"
"US-2011-150434","2011-07-19","1","CA-12310"
"US-2011-150574","2011-12-19","1","MK-18160"
"US-2011-150924","2011-09-12","1","PT-19090"
"US-2011-151015","2011-10-14","1","BD-11500"
"US-2011-151232","2011-09-06","2","PB-19150"
"US-2011-151624","2011-11-01","1","ML-17410"
"US-2011-151925","2011-09-26","1","KT-16465"
"US-2011-151967","2011-12-07","2","MD-17860"
"US-2011-152030","2011-12-26","2","AD-10180"
"US-2011-152240","2011-04-21","3","VG-21790"
"US-2011-152723","2011-09-26","2","HG-14965"
"US-2011-152821","2011-12-28","2","DB-13405"
"US-2011-153087","2011-12-12","1","SN-20710"
"US-2011-153472","2011-04-23","2","DB-13270"
"US-2011-153591","2011-01-20","1","AB-10255"
"US-2011-153745","2011-11-25","1","LD-17005"
"US-2011-154515","2011-12-22","1","GM-14695"
"US-2011-154655","2011-10-12","1","BP-11050"
"US-2011-154767","2011-10-01","1","EB-13750"
"US-2011-154879","2011-05-06","1","SN-20710"
"US-2011-155383","2011-09-02","1","JP-15520"
"US-2011-155502","2011-01-27","1","SD-20485"
"US-2011-155544","2011-03-21","2","GM-14440"
"US-2011-155810","2011-05-25","1","PB-19210"
"US-2011-155817","2011-10-03","1","SL-20155"
"US-2011-155894","2011-07-26","3","CL-11890"
"US-2011-156034","2011-12-09","1","BG-11695"
"US-2011-156216","2011-09-13","1","EA-14035"
"US-2011-156314","2011-09-24","4","CM-12715"
"US-2011-156440","2011-07-27","2","CC-12670"
"US-2011-156559","2011-08-19","3","LH-16900"
"US-2011-156664","2011-01-29","1","RP-19390"
"US-2011-156706","2011-11-07","2","TT-21070"
"US-2011-156762","2011-12-28","2","RR-19525"
"US-2011-156888","2011-06-12","1","SF-20200"
"US-2011-156902","2011-10-21","1","JM-15250"
"US-2011-157070","2011-06-01","1","QJ-19255"
"US-2011-157385","2011-11-23","4","SC-20095"
"US-2011-157406","2011-04-25","1","DA-13450"
"US-2011-157840","2011-10-25","2","BS-11755"
"US-2011-157847","2011-04-02","1","SC-20020"
"US-2011-157917","2011-10-07","1","LS-16975"
"US-2011-158001","2011-08-31","2","MK-17905"
"US-2011-158057","2011-03-22","1","CC-12685"
"US-2011-158365","2011-04-12","1","SV-20785"
"US-2011-158435","2011-04-27","2","MJ-17740"
"US-2011-158442","2011-06-30","1","GH-14410"
"US-2011-158498","2011-08-15","1","JM-15655"
"US-2011-159310","2011-08-05","3","JB-16045"
"US-2011-159338","2011-12-08","2","AG-10300"
"US-2011-159436","2011-04-02","2","DW-13480"
"US-2011-159457","2011-09-30","1","KE-16420"
"US-2011-159569","2011-12-23","1","ML-17410"
"US-2011-159611","2011-12-27","1","KB-16315"
"US-2011-159618","2011-11-12","1","DB-12970"
"US-2011-159793","2011-06-30","1","KN-16705"
"US-2011-159926","2011-11-18","2","CS-11950"
"US-2011-160360","2011-10-19","2","KM-16375"
"US-2011-160444","2011-07-05","1","DC-12850"
"US-2011-161200","2011-03-11","2","MH-17455"
"US-2011-161305","2011-06-06","1","SB-20170"
"US-2011-161613","2011-12-01","4","MC-17605"
"US-2011-161760","2011-12-22","2","JH-16180"
"US-2011-161984","2011-09-23","2","CC-12145"
"US-2011-162012","2011-02-26","1","AH-10195"
"US-2011-162299","2011-11-07","1","BC-11125"
"US-2011-162628","2011-09-30","1","AM-10360"
"US-2011-163377","2011-07-26","2","IG-15085"
"US-2011-163797","2011-04-08","2","PC-19000"
"US-2011-163860","2011-12-06","1","CL-11890"
"US-2011-163867","2011-10-10","3","NL-18310"
"US-2011-163874","2011-01-11","1","PF-19165"
"US-2011-163965","2011-09-21","2","MG-17890"
"US-2011-164259","2011-12-29","2","PB-19150"
"US-2011-164406","2011-08-15","2","BD-11605"
"US-2011-164616","2011-08-19","4","MS-17770"
"US-2011-164644","2011-07-22","2","JL-15850"
"US-2011-164763","2011-03-17","1","MH-17440"
"US-2011-164994","2011-09-27","1","HD-14785"
"US-2011-165316","2011-06-18","2","LO-17170"
"US-2011-165428","2011-11-23","1","EN-13780"
"US-2011-165477","2011-04-07","1","SD-20485"
"US-2011-165589","2011-02-19","2","TB-21595"
"US-2011-165659","2011-06-01","2","LT-17110"
"US-2011-165862","2011-07-13","2","GK-14620"
"US-2011-166002","2011-03-08","2","MS-17710"
"US-2011-166310","2011-09-21","1","JS-15940"
"US-2011-166436","2011-05-18","1","TZ-21445"
"US-2011-166548","2011-03-14","1","RC-19825"
"US-2011-167633","2011-09-30","1","BW-11200"
"US-2011-167738","2011-12-24","1","JC-16105"
"US-2011-167787","2011-09-15","2","KN-16705"
"US-2011-168256","2011-06-16","2","CS-11950"
"US-2011-168382","2011-06-20","2","BB-10990"
"US-2011-168494","2011-10-27","2","DV-13045"
"US-2011-168501","2011-11-21","3","JK-15325"
"US-2011-169390","2011-02-08","4","CS-12250"
"US-2011-169439","2011-06-20","3","JK-15205"
"US-2011-169957","2011-06-28","1","BS-11755"
"US-2012-100468","2012-11-12","2","VW-21775"
"US-2012-100531","2012-09-27","2","NM-18520"
"US-2012-100881","2012-06-07","1","EA-14035"
"US-2012-101399","2012-01-17","1","JS-15940"
"US-2012-101511","2012-11-21","4","JE-15745"
"US-2012-102148","2012-08-30","2","AH-10120"
"US-2012-102456","2012-07-05","2","BF-10975"
"US-2012-102519","2012-09-13","2","CM-12445"
"US-2012-102624","2012-10-09","1","SG-20605"
"US-2012-103254","2012-03-09","2","IL-15100"
"US-2012-103471","2012-12-24","2","JR-15670"
"US-2012-103814","2012-11-05","1","HD-14785"
"US-2012-103996","2012-03-29","2","RB-19435"
"US-2012-104185","2012-09-03","1","JB-15400"
"US-2012-104367","2012-05-30","2","SS-20410"
"US-2012-104374","2012-04-17","2","Dp-13240"
"US-2012-104430","2012-10-22","2","LT-17110"
"US-2012-104997","2012-11-05","1","RK-19300"
"US-2012-105613","2012-09-04","1","PF-19165"
"US-2012-105676","2012-12-01","1","NM-18520"
"US-2012-105753","2012-07-31","2","SL-20155"
"US-2012-105991","2012-10-12","1","JH-15985"
"US-2012-106523","2012-02-10","2","RB-19795"
"US-2012-106551","2012-05-11","1","EH-13945"
"US-2012-106600","2012-10-02","1","AS-10285"
"US-2012-106873","2012-09-24","1","KM-16720"
"US-2012-107349","2012-07-13","2","SL-20155"
"US-2012-107685","2012-12-28","2","SC-20845"
"US-2012-107741","2012-03-20","1","GH-14665"
"US-2012-107944","2012-03-23","2","AM-10360"
"US-2012-108882","2012-11-21","1","KW-16435"
"US-2012-108917","2012-12-03","1","CK-12205"
"US-2012-108966","2012-10-11","3","SO-20335"
"US-2012-109015","2012-09-06","1","BS-11590"
"US-2012-109470","2012-11-23","1","BH-11710"
"US-2012-109624","2012-09-14","1","CR-12625"
"US-2012-110191","2012-06-05","2","BT-11440"
"US-2012-110268","2012-07-18","1","CD-11980"
"US-2012-110359","2012-11-21","3","SO-20335"
"US-2012-110436","2012-05-28","4","SL-20155"
"US-2012-110576","2012-02-16","4","DO-13645"
"US-2012-110716","2012-06-20","1","BG-11740"
"US-2012-110870","2012-03-22","2","SC-20260"
"US-2012-111122","2012-03-14","1","NP-18685"
"US-2012-111269","2012-08-22","2","JL-15130"
"US-2012-111283","2012-11-14","3","SC-20575"
"US-2012-111689","2012-04-07","1","AC-10420"
"US-2012-111927","2012-11-14","1","LS-17230"
"US-2012-112004","2012-05-04","1","DO-13435"
"US-2012-112025","2012-06-19","2","GA-14515"
"US-2012-112032","2012-03-19","1","PO-19195"
"US-2012-112508","2012-03-24","1","BP-11185"
"US-2012-113103","2012-09-11","1","WB-21850"
"US-2012-113131","2012-09-26","2","SJ-20215"
"US-2012-113327","2012-05-26","2","BF-11170"
"US-2012-113411","2012-10-12","1","EH-13990"
"US-2012-113754","2012-04-05","1","BB-11545"
"US-2012-114272","2012-11-27","1","NS-18505"
"US-2012-114524","2012-09-03","1","LH-16900"
"US-2012-114839","2012-04-26","1","PW-19240"
"US-2012-114916","2012-05-24","2","PT-19090"
"US-2012-115196","2012-07-11","1","EM-13960"
"US-2012-115238","2012-04-30","1","JW-15220"
"US-2012-115966","2012-10-24","1","CB-12025"
"US-2012-116288","2012-07-12","1","SV-20365"
"US-2012-116750","2012-07-21","1","BH-11710"
"US-2012-116918","2012-09-20","2","PB-19105"
"US-2012-116925","2012-12-28","1","TT-21265"
"US-2012-116981","2012-03-26","3","SM-20950"
"US-2012-117184","2012-05-17","2","ON-18715"
"US-2012-117324","2012-11-08","1","LS-17230"
"US-2012-117492","2012-08-07","4","NS-18640"
"US-2012-117541","2012-08-11","1","DW-13585"
"US-2012-117982","2012-11-10","1","KH-16630"
"US-2012-118185","2012-11-05","3","RK-19300"
"US-2012-118766","2012-10-15","1","LS-16975"
"US-2012-118906","2012-03-10","4","KB-16585"
"US-2012-118983","2012-11-22","1","HP-14815"
"US-2012-119312","2012-10-02","1","CS-12400"
"US-2012-119438","2012-09-14","1","GM-14440"
"US-2012-119585","2012-03-21","1","CC-12550"
"US-2012-119648","2012-09-21","1","KT-16465"
"US-2012-119991","2012-09-19","1","PA-19060"
"US-2012-120187","2012-05-22","3","RK-19300"
"US-2012-120355","2012-12-17","2","CP-12085"
"US-2012-120502","2012-04-13","3","BT-11395"
"US-2012-120572","2012-12-11","2","GH-14425"
"US-2012-120712","2012-12-20","1","CS-12130"
"US-2012-121097","2012-07-31","1","HD-14785"
"US-2012-121230","2012-10-06","1","GW-14605"
"US-2012-122140","2012-04-02","1","MO-17950"
"US-2012-122252","2012-02-02","1","JF-15415"
"US-2012-122364","2012-11-02","1","SR-20740"
"US-2012-122413","2012-06-20","2","PF-19165"
"US-2012-122539","2012-11-12","2","VW-21775"
"US-2012-122658","2012-11-23","1","SV-20935"
"US-2012-122693","2012-09-07","2","DK-13375"
"US-2012-122784","2012-07-20","3","RA-19915"
"US-2012-123218","2012-12-20","1","KD-16345"
"US-2012-123876","2012-09-08","1","SC-20575"
"US-2012-123918","2012-10-15","2","CG-12520"
"US-2012-123960","2012-06-11","1","BD-11605"
"US-2012-124009","2012-06-23","4","DB-12910"
"US-2012-124219","2012-08-07","2","KW-16570"
"US-2012-125374","2012-03-23","1","JD-16060"
"US-2012-126214","2012-12-21","2","JS-15880"
"US-2012-126235","2012-10-15","2","GA-14725"
"US-2012-126487","2012-12-21","1","GG-14650"
"US-2012-126620","2012-11-12","1","HA-14905"
"US-2012-126753","2012-08-16","2","SP-20860"
"US-2012-126774","2012-09-21","1","SS-20140"
"US-2012-126977","2012-09-17","1","PF-19120"
"US-2012-127040","2012-12-06","2","SG-20605"
"US-2012-128587","2012-12-24","1","HM-14860"
"US-2012-128657","2012-09-05","1","SL-20155"
"US-2012-128797","2012-06-11","1","KA-16525"
"US-2012-129007","2012-09-13","4","KD-16615"
"US-2012-129063","2012-10-02","2","AG-10330"
"US-2012-129385","2012-11-05","1","AG-10765"
"US-2012-129581","2012-06-17","1","RS-19420"
"US-2012-129637","2012-12-17","1","MC-18100"
"US-2012-129791","2012-05-12","4","JB-15400"
"US-2012-129805","2012-09-24","1","GB-14575"
"US-2012-130155","2012-11-16","1","CD-11980"
"US-2012-130274","2012-07-17","2","GM-14695"
"US-2012-130491","2012-02-08","2","BH-11710"
"US-2012-130512","2012-08-21","2","SM-20320"
"US-2012-130519","2012-09-15","2","NG-18355"
"US-2012-130932","2012-10-12","2","AG-10330"
"US-2012-131030","2012-10-10","1","RB-19435"
"US-2012-131156","2012-10-24","1","DD-13570"
"US-2012-131212","2012-08-03","2","LB-16735"
"US-2012-131359","2012-10-30","1","FA-14230"
"US-2012-131513","2012-10-20","3","PR-18880"
"US-2012-131793","2012-12-04","1","MH-17620"
"US-2012-131842","2012-12-05","1","RR-19525"
"US-2012-131947","2012-10-10","1","MD-17350"
"US-2012-132591","2012-06-20","1","JK-16090"
"US-2012-132612","2012-03-09","2","ST-20530"
"US-2012-132836","2012-06-01","1","AJ-10945"
"US-2012-133025","2012-10-03","1","BN-11515"
"US-2012-133970","2012-09-26","1","SJ-20215"
"US-2012-134026","2012-04-26","1","JE-15745"
"US-2012-134054","2012-03-27","1","BC-11125"
"US-2012-134271","2012-04-18","1","RF-19735"
"US-2012-134439","2012-11-21","1","YS-21880"
"US-2012-134558","2012-12-19","2","PM-19135"
"US-2012-134586","2012-06-11","3","SW-20755"
"US-2012-135034","2012-09-04","1","TN-21040"
"US-2012-135671","2012-09-26","1","DW-13480"
"US-2012-135790","2012-02-15","1","BT-11485"
"US-2012-136000","2012-05-14","1","BV-11245"
"US-2012-136259","2012-11-05","4","CB-12415"
"US-2012-136476","2012-04-05","1","GG-14650"
"US-2012-136490","2012-07-06","1","LW-16990"
"US-2012-136749","2012-12-25","4","LH-16900"
"US-2012-136987","2012-04-11","1","AR-10540"
"US-2012-137008","2012-10-02","1","JP-15460"
